userName,content,score,at
Pengguna Google,Ok,5,2022-06-03 15:14:02
Pengguna Google,bagus dan sangat membantu,4,2019-08-01 18:11:23
Pengguna Google,Mantap,5,2018-11-21 13:54:16
Pengguna Google,Mantapp dah ni app,5,2021-07-09 16:47:14
Pengguna Google,Tidak ada nomor telepon pemilik kos. Jadi susah cainya,3,2017-05-17 08:35:50
Pengguna Google,Sangat membantu mencari tempat kost yg daerah kita kunjungi,5,2020-04-24 13:42:07
Pengguna Google,"Aplikasi Mamikos adalah solusi yang bagus untuk anak rantau seperti saya, metode pembayaran yang memudahkan Anda untuk membayar hunian dari mana saja. Tak hanya mendapatkan promo-promo menarik yang bikin ngekos lebih hemat, fasilitasnya lengkap bikin nyaman pokoknya 👏👏👍",5,2023-06-07 03:48:15
Pengguna Google,Suka bngt,5,2017-10-13 13:11:27
Pengguna Google,Klo boleh minta tambahin info yg paviliun gt buat suami istri jdi gk kost doank yg kayak rumah kcil gt,5,2016-12-15 08:47:25
Pengguna Google,Ok lh,3,2019-10-20 02:52:12
Pengguna Google,Benar2 membantu,5,2019-10-29 14:39:51
Pengguna Google,sangat membantu 👍,3,2019-01-27 01:43:41
Pengguna Google,"Aplikasi masih banyak bug, sering kluar sendiri saat dibuka",1,2025-01-07 00:09:05
Pengguna Google,Baik,5,2017-07-06 20:06:36
Pengguna Google,"aplikasinya sudah cukup bagus,cuman saran tolong perbaiki lagi,soalnya aplikasi sering keluar sendiri,dan tidak menanggapi,padahal hp saya masih punya ruang yg banyak,trimakasih",4,2021-11-21 13:27:12
Pengguna Google,Cari kos jadi lebih gampang dan terarah,5,2022-06-21 14:04:27
Pengguna Google,"Alhamdulillah, kami sangat terbantu sekali dengan aplikasi ini dalam mengembangkan kos, karena kami tergolong baru sebagai pengelola. semoga aplikasi bisa terus berkembang sesuai dengan kebutuhan pelanggan",5,2022-05-12 11:59:51
Pengguna Google,Good apk,5,2022-07-23 04:05:52
Pengguna Google,"Sering keluar kota bingung cari kos karena ga kenal siapa siapa, langsung download mami kos , terbukti beneran efektif bisa di perlihatkan kos yang ada di sekitar kita. Mantab recommended dan sangat membantu ..semoga bisa lebih baik lagi ..nice",5,2022-06-09 22:51:37
Pengguna Google,Di info harga,1,2024-06-15 06:02:08
Pengguna Google,"Mantap,nihh soalnya saya suka travelling. Terimakasih mamikos",5,2020-02-12 11:50:58
Pengguna Google,Aplikasi Mamikost Sangat membantu sekali untuk mempromosikan dan mengiklankan kostan sy... Dengan Mamikost sy TDK hrs repot2 lagi.. terima kasih Mamikost sukses selalu.,5,2021-01-16 10:55:29
Pengguna Google,"Saya sebagai seorang mahasiswa perantau, jujur sangat terbantu eh adanya aplikasi ini. Dengan adanya aplikasi ini, saya dapat mencari kost yg sesuai serta dengan harga yg terjangkau. Pilihan yg ditawarkan pun sangat beragam sehingga dapat menjadi bahan pertimbangan oleh calon penyewa",5,2022-06-13 15:37:15
Pengguna Google,ok,5,2019-03-18 05:32:13
Pengguna Google,"Min min, kenapa di apps gue ga ada data kost manapun ya? Any sugest?",5,2017-03-11 20:09:31
Pengguna Google,"Padahal terkenal ini app, ramai pengguna, tapi kayak gak di urus sama developer, saya sudah nyaranin untuk owner kost yg gak update berbulan-bulan mending di putus mitra saja, malah bertahun-tahun gak update jg didiemin, di telfon TDK ngangkat, foto jg gak di update.",1,2020-03-13 16:29:12
Pengguna Google,agAK ERROR dikit,5,2019-07-29 08:03:50
Pengguna Google,Cepat tanggap,5,2021-01-15 17:46:17
Pengguna Google,"Aplikasinya bagus mudah digunakan, ini cocok buat mahasiswa atau anak PKL nyari tempat kost harga² terjangkau",5,2022-06-10 03:13:40
Pengguna Google,Sangat membantu jadi gak usah ribet-ribet keliling nyari,4,2018-03-15 20:19:44
Pengguna Google,baguss kok.. membantu bangett. sukses pokoknya,4,2019-06-11 09:38:25
Pengguna Google,"Fake bgt, gue nyari kosong terusss",2,2017-02-18 17:08:19
Pengguna Google,mahal mahal harga kos.e,1,2021-09-24 04:15:39
Pengguna Google,"Kalau ada kos yang tidak jelas, nomor hp tidak bisa dihubungi, alamatnya 
salah, lebih baik dihapus saja.",1,2018-05-08 04:59:05
Pengguna Google,Sip,5,2018-12-13 11:56:34
Pengguna Google,"Mantap bgt ni app buat nyari kos, easy bgt buat dipake, app nya juga friendly user jadicsangat nyaman",5,2020-02-10 16:35:39
Pengguna Google,"aplikasinya sangat membantu buat aku sendiri yang kuliah di malang, sebelumnya nggak pernah ke malang, ga tau kos kosan yang cocok buat mahasiswa, range harganya berapa tapi untung ada mami kos aku jadi bisa dapet kos sebelum sampe ke malang, karena bisa di booking dimana pun dan kapan pun.",5,2023-02-04 06:32:55
Pengguna Google,sangat mempermudah kita.,5,2018-10-26 13:14:04
Pengguna Google,"Mempermudah cari kos banget, ga harus muter muter sana sini, terima kasih",5,2020-01-24 12:15:58
Pengguna Google,"Saya mitra MamiKos cukup lama, lihat dan memperhatikan Manajemen pengelolaan sangat buruk saat ini di bandingkan awal beroperasional..saya sangat nyakin..MamiKos akan di tinggal pergi oleh mitra mitranya..",1,2025-01-22 14:26:04
Pengguna Google,Sangat memuaskan,5,2017-12-28 12:29:38
Pengguna Google,Mahal mahal kosanya,1,2022-07-20 04:34:01
Pengguna Google,"Segitunya cari keuntungan ya. Chat dibatasi, bot pembalas pesan tidak lagi otomatis bila calon penghuni ingin tanya alamat dan nomor HP. Intinya harus langganan",1,2024-04-24 07:50:46
Pengguna Google,"Sangat membantu,tidak ribet lagi nyari kos muter muter..dimamikos cari kosan cepat tinggal klik langsung keluar kos2an",5,2023-06-07 03:46:59
Pengguna Google,"Benar-benar membantu banget sih, memudahkan kita dalam mencari dan menyewa kos-kosan yang kita mau.",5,2023-02-03 18:46:31
Pengguna Google,ditambah fitur dan dibuat simple,5,2019-08-16 22:29:30
Pengguna Google,❤,5,2019-07-06 18:24:07
Pengguna Google,"Bagus tapi belom coba survey sih ke lokasi langsung n harga sesuai lah 
😅🤣😄",4,2018-04-23 09:32:25
Pengguna Google,"Mamikost sangat membantu, alhamdulillah, terima kasih ....",5,2019-11-15 08:28:12
Pengguna Google,Ok,5,2019-02-03 12:42:20
Pengguna Google,"Bagus, tp kalo cari dipeta kegeser dikit udah hilang lokasinya",5,2018-12-06 14:40:09
Pengguna Google,Bagus sekali aplikasinya,5,2018-04-27 12:25:10
Pengguna Google,Aplikasinya bagus tapi tolong untuk pemilik kos di wajibkan mencantumkan no yang bisa di hubungi karena banyak pemilik yang tidak fast respon saat ada pengajuan sewa,4,2022-08-13 02:35:28
Pengguna Google,✌🏿,5,2023-10-31 01:49:32
Pengguna Google,good,5,2019-03-26 05:52:37
Pengguna Google,Kasih sgini dlu,3,2017-09-07 00:15:26
Pengguna Google,"ngebantu banget sih , jadi lebih mudah , nggak repot",5,2023-01-19 03:11:31
Pengguna Google,Bagus banget,5,2021-02-08 14:50:24
Pengguna Google,Dengan adanya aplikasi mamikos ini sangat membantu saya untuk mencari kos kosan yang sesuai dengan kebutuhan saya.aplikasi ini sangat bagus dengan penjelasan yang sangat mudah dimengerti.selain itu tempat yang direkomendasikan sangat bagus dan bersih.saya sangat berterima kasih kepada aplikasi ini karena sudah memberikan informasi yang saya harapkan.sekali lagi terimakasih Mamikos,5,2023-06-09 09:17:22
Pengguna Google,Good jobs,5,2020-05-29 10:12:31
Pengguna Google,CS tidak membantu,1,2018-01-03 06:01:54
Pengguna Google,Bisa mempercepat kos terisi,5,2019-10-24 03:01:23
Pengguna Google,Tapi respon nya lamaaa hahhahaa,5,2016-11-03 04:41:12
Pengguna Google,sangat terbantu memasarkan kos2an saya....trmksh 🙏👍👍,5,2020-06-14 11:52:38
Pengguna Google,Ok,5,2020-02-27 23:52:29
Pengguna Google,terimakasih.. sangat membantu,5,2019-06-11 20:01:16
Pengguna Google,So hapy,5,2017-06-15 19:20:43
Pengguna Google,Tolong ya perbaiki lagi saya mau ngetik lokasi pencarian pasti error terus,3,2020-12-21 01:07:18
Pengguna Google,pemilik harus terdaftar premium baru bisa chat dengan konsumen . 200k itu mahal apabila kamar hunian masih kosong .,2,2018-02-13 05:16:57
Pengguna Google,Good,5,2017-11-06 12:04:09
Pengguna Google,coba,5,2019-06-17 17:18:40
Pengguna Google,Search mapnya gak sesuai lokasi yg diinput,2,2018-07-22 04:28:37
Pengguna Google,Sangat membantu..agar lebih efisien saya harap no hp pemilik kos ditampilkan biar konsumen langsung bisa menghubungi pemilik kos.terimakasih,4,2019-11-12 04:27:03
Pengguna Google,"tidak membantu sama sekali, karena tidak bisa menghubungi pemilik kos langsung, dan cs nya tidak responsif",1,2019-10-14 08:07:27
Pengguna Google,"Awalnya aplikasi ini sangat membantu, sejak ada kebijakan sangat tdk memuaskan.. Mohon maaf saya pindah sewa usaha saya",1,2023-09-13 05:38:57
Pengguna Google,masih kurang banyak pilihan kosnya,3,2019-02-08 12:53:36
Pengguna Google,Sangat membantu,5,2017-07-03 08:34:55
Pengguna Google,"Berkat aplikasi ini gw gaperlu muter muter kota nyariin kos, cukup di rumah dan liat dihp banyak kos yang murah murah, ga rugi install mamikos",5,2020-02-18 13:25:36
Pengguna Google,Harga nya pada mahal semua asulah,4,2021-10-11 17:41:30
Pengguna Google,awas hati hati disini banyak pungli atau CALO maknya mahal  semua,1,2017-05-05 13:08:42
Pengguna Google,🤠,5,2019-08-28 09:53:37
Pengguna Google,tidak work pada android versi lama. Mohon untuk memperbaruinya.,3,2016-05-09 04:27:13
Pengguna Google,"Baru tahu nih, ada aplikasi spt ini, pas coba, sangat membantu ni buat cari2 info kos2an, jd tau varian harganya",5,2023-02-04 08:05:54
Pengguna Google,Mantappp lah aplikasinya dan membantu yg membutuhkan,5,2018-06-09 23:11:17
Pengguna Google,"Aplikasi ini sangat bagus bagi semua orang, sangat membantu",5,2022-07-05 17:49:07
Pengguna Google,Ok,5,2018-10-13 00:35:27
Pengguna Google,"Opsi terbaik,, solusi untuk mencari kos,, tanpa berpanas panas survey jalan muter muter,, tinggal klik",5,2022-07-15 09:39:34
Pengguna Google,Di bali belum terjangkau,1,2016-10-19 10:40:15
Pengguna Google,Bagus,5,2024-10-07 21:38:24
Pengguna Google,"ANEH ... Iklan saya disebut TIDAK AKTIF ... Mending yg lama ... Banyak yg nanya kamar, tp berhub sy tdk online (dan tdk mungkin selalu online) akhirnya melayang ... No penanya dan pemilik tidak dicantumkan .. alasan keamanan , setuju .. Tp pemberitahuan ke pemilik Kost TIDAK ADA sama sekali ... WA , SMS dan email , Kosong ... !! Hub ke CS berasa ngomong sama robot , chating org lain malah ikut masuk ... Cape deh ...",1,2019-11-17 12:29:33
Pengguna Google,"Cari kost gampang disini , tinggal pilih lokasi yg paling strategis, harga kompetitif, gak usah pakai lama lagi gaes...",5,2022-06-10 07:18:16
Pengguna Google,Awalnya sih iseng2 nyari aplikasi pencari kos.. Eh ternyata ada dan alhamdulillah dengan adanya aplikasi ini pencarian kos jadi sangat mudah...,5,2022-06-24 09:02:40
Pengguna Google,nice,4,2022-09-04 23:37:45
Pengguna Google,Tolong di perbaiki lagi biar mencapai seluruh kota-kota besar di indonesia,2,2016-12-11 14:47:36
Pengguna Google,Berguna,5,2019-11-10 01:57:46
Pengguna Google,Cool,5,2017-10-06 09:21:23
Pengguna Google,pemilik kost tidak ada yg update info kos. ketika dihubungi ternyata sudah penuh. mohon aktif menghubungi pemilik kos atau memberi info untuk segera di update. karna org akan lebih mimilih pencarian offline,3,2019-02-15 02:05:41
Pengguna Google,membantu bangett,5,2023-08-29 03:19:52
Pengguna Google,"Tolong perketat lagi aturan buat ngisi keterangan, sudah saya filter yang bayarnya perbulan tapi yang muncul pembayaran min 1 tahun / per 3 bulan, Kalo pemilik kosnya ngisinya ngasal di koreksi dong. Terimakasih",2,2021-02-24 09:52:37
Pengguna Google,Daerah seturan dan sekitarnya kok gak bisa ya ?,2,2016-05-19 10:05:55
Pengguna Google,Aplikasi ini sih sangat membantu aku buat nyari kosan ditempat atau kota baru yang belum pernah saya tempatin. Pilihan kosannya banyak bisa aku cari sesuai kebutuhan. Selain itu ternyata bisa juga bayar kosannya lewat aplikasinya jadi ga perlu hrs datangin dulu kosannya untuk bayar kosannya. Jadi lebih mudah. Cocok banget nih buat aku atau kamu yang nyari kosan ditempat baru entar untuk sekolah atau bekeja. Thx mamikos,5,2022-07-01 06:19:16
Pengguna Google,kok error sih aplikasinya ? padahal lagi butuh banget 😔😔,2,2019-02-26 12:58:38
Pengguna Google,Rekomeded banget buat temen2 yg nyari kos murah,5,2022-06-29 15:13:26
Pengguna Google,ajiiib,5,2019-03-06 14:03:33
Pengguna Google,Aplikasinya sangat membantu dan dapat di mengerti juga.harga juga terjangkau,5,2024-02-07 02:18:21
Pengguna Google,"jd terbantu dengan aplikasi ini, terimakasih mamikos",5,2019-05-09 18:15:35
Pengguna Google,Berkat adanya aplikasi Mamikos saya sebagai karyawan yang bekerja jauh dari rumah sangat terbantu mencari kos-kosan yang dekat dari tempat berkerja makasih Mamikos mantab lah 👍,5,2022-06-10 14:03:21
Pengguna Google,Maaf..cuma sekedar mewakili pemilik kost..kalo chat yg tidak terbalas oleh pemilik kost. Dikarenakan memang keterbasan pemilik kost untuk membalas chat yg masuk..kalo untuk sekarang sdh ada perbaikan aplikasi sepertinya..sudah bisa membalas chat yg masuk..,5,2020-07-21 11:27:56
Pengguna Google,mantaap,5,2019-02-19 15:44:51
Pengguna Google,"Thanks for this application.. Karena bs cepat, mudah cari info kost",4,2018-02-12 01:50:23
Pengguna Google,"Secara keseluruhan sudah bagus hanya di daerah Semarang belum ada hanya beberapa saja padahal kosan disemarang banyak sekali, semoga bisa ditambah",4,2016-07-28 04:38:43
Pengguna Google,Bagus,5,2019-09-05 11:57:57
Pengguna Google,Mantap,5,2016-07-19 09:00:01
Pengguna Google,Saya apresiasi lebih dari segi ide.. Kalo pelayanan jelas nol,5,2020-01-03 23:06:22
Pengguna Google,bagus,5,2022-02-05 07:57:18
Pengguna Google,"Bagus, tapi mohon kedepannya bisa ditambahkan fitur tandai lokasi gtu",5,2019-08-22 09:36:30
Pengguna Google,Mantap,4,2017-12-19 11:43:32
Pengguna Google,Sangat membantu,5,2016-11-15 10:26:21
Pengguna Google,Cocok untuk calon mahasiswa atau karyawan atau siapa saja yg butuh tempat kost.,5,2022-06-13 23:56:54
Pengguna Google,Lebih bnyk prrbaikan lgi ya,5,2017-12-20 03:48:36
Pengguna Google,"adanya aplkasi mamikos ini sangat membantu aku sebagai mahasiswa merantau untuk nyari kosan dan banyak banget referensinya, apalagi aku bisa nyari harga kosan yang sesuai dengan kantongku, thanksyah mami koss",5,2019-04-02 08:56:14
Pengguna Google,"capek tanggan sampe kriting ngetik, mau daftar sebagai pemilik kos gak bisa2 udah tanya ke admin gak bisa jg, payah nih aplikasi",1,2019-06-19 04:32:03
Pengguna Google,aplikasi ini membantu saya ketika mencari kost suka banget sama aplikasi nya,5,2020-02-12 13:41:52
Pengguna Google,tanpa cek lokasi. dan ga habisin waktu ke tkp. salut buat aplikasi ini. ☺🙌,5,2019-01-09 05:34:25
Pengguna Google,Aplikasi yang sangat ngebantu nyri kosan. Kosan nya pada bagus. Dari harga yg murah sampai harga yang mahal semua ada di ini aplikasi... Mudah juga di cri di google map.. Mantan gila ini aplikasi,5,2022-06-10 20:43:11
Pengguna Google,Baru di instal...uda cari by lokasi..dibuka malah ngga ada gambar sama ket ngga ada...,1,2018-09-11 09:39:40
Pengguna Google,Mantabbb,5,2016-05-17 12:17:56
Pengguna Google,"Sekarang mau cari kos, apartemen dll sudah lebih mudah dengan aplikasi Mamikos👍",5,2022-06-02 11:56:37
Pengguna Google,Aplikasi yang sangat bagus sangat membantu untuk yang sedang mencari kosan nggak pakai ribet cukup di mami kos kita bisa mendapatkan kosan seperti yang kita inginkan nggak usah repot-repot lagi kita mencari ke sana kemari,5,2022-06-06 07:36:14
Pengguna Google,sipdah,5,2019-03-12 20:13:52
Pengguna Google,"Banyak yng ingin menyewa, tapi setiap saya kasih no WA untuk obrolan japri lebih lanjut knapa no WA saya tidak disampaikan ke penyewa? Knapa si penyewa harus membayar ke mamikost terlebih dahulu? Knapaa? Knapaa? Knapaa?",2,2023-01-28 03:10:27
Pengguna Google,"Tingkat kan lagi, masih banyak kost yang belum ditinjau",5,2018-01-04 06:01:00
Pengguna Google,Kok info kosnya sering gak muncul kenapa yaa... padahal udah di update,3,2018-08-13 06:30:53
Pengguna Google,baik,5,2019-04-12 11:23:43
Pengguna Google,bah,5,2019-06-22 08:43:23
Pengguna Google,Sangat membantu bagi anak rantau👍,5,2022-05-29 15:51:23
Pengguna Google,Lumayan mantaf,3,2019-10-02 09:40:06
Pengguna Google,Alhamdulillah...berkat adanya apl mamikos ini usaha kos2an saya selalu terisi penuh oleh penyewa kos. Terima kasih mamikos.,5,2022-11-21 07:29:56
Pengguna Google,"Aplikasi ini sangat membantu untuk mahasiswa, yang mau cari tempat kos, cari kos sangat mudah menggunakan aplikasi ini kos nya mantap mantap",5,2022-07-01 01:02:08
Pengguna Google,ok,5,2019-02-07 09:23:25
Pengguna Google,good apl,4,2018-05-21 03:00:21
Pengguna Google,"Kalau ada 100 bintang. Gue kasih deh buat nih aplikasi. Membantu.banget 
buat cari kost di kota yang baru pertama kali gue datangin.",5,2018-08-13 10:29:10
Pengguna Google,bagus,4,2019-05-18 04:35:49
Pengguna Google,CS nya fast respond...app memudahkan kita utk cari kostan,5,2018-01-16 04:01:48
Pengguna Google,"Alhamdulillah sangat membantu, kosan sesuai dg gambar dan utk harga saja yg kdg berbeda dg yg di infokan. Jd jika ada teman² yg mencari disarankan lgsg klik no pemilik saja dan lgsg berkomunikasi dg pemilik via WA, sejauh ini tdk ada mslh hanya saja kurang banyak kosan yg ikut app ini jd kdg suka susah nyari yg cocok",4,2019-08-22 16:39:54
Pengguna Google,Sip,5,2017-02-19 16:07:08
Pengguna Google,"Tampilannya bagus, ringan, cepat, ngebantu banget buat cari kos",5,2016-04-01 06:36:54
Pengguna Google,Alhamdullillah..banyak calon penghuni yang masuk kosan kami di bantu mami kos,5,2019-01-03 12:50:28
Pengguna Google,bagusssssssssssss.tempat cari kos yang mudah.terima kasih mamikos,5,2022-07-13 00:18:44
Pengguna Google,suka sekali,5,2018-08-17 11:46:35
Pengguna Google,aplikasi yang sangat membantu untuk mencari kos dan kontarakan diarea sekitar. baik dan bermanfaat 👍👍👍,5,2022-07-05 13:24:52
Pengguna Google,good,4,2019-08-17 08:02:34
Pengguna Google,Aplikasi yang sangat bermanfaat dan membantu dalam mencari kos-kosan.,5,2021-11-01 01:59:46
Pengguna Google,Lebuh cepat responya,5,2017-05-18 11:50:43
Pengguna Google,Bagus lumayan bisa dpt info kost bagus,5,2018-01-20 08:24:53
Pengguna Google,Nggak ada list no telpon pemiliknya,3,2018-04-16 23:20:25
Pengguna Google,"Mantap ...mempermudah mencari kos sekitar beserta foto dan harganya, lowker juga ada mantap deh",5,2019-09-08 04:44:24
Pengguna Google,Pilihan kotanya masih sedikit,2,2016-08-15 04:59:07
Pengguna Google,Sangat membantu applikasinya karena applikasi ini saya tidak perlu keliling² untuk mencari kost,5,2020-02-18 14:03:52
Pengguna Google,Bagus,4,2017-12-08 02:39:30
Pengguna Google,Zonk.,1,2022-09-28 12:18:11
Pengguna Google,"Ada banyak notif pesan yg perlu dibalas, begitu beli paket mamikos gold hasil nya tidak ada 1 pesan pun yg masuk. Curhat ke CS mami kos hanya di baca doank tanpa kejelasan. Sedikit dirugikan aja. Mau stop penggunaan nunggu paket iklan habis dulu. Sepi cuma boros beli paket. parah",1,2025-04-05 04:10:11
Pengguna Google,Ya lumayan bagus buat cari kos,5,2022-02-09 08:12:44
Pengguna Google,Kalo bisa kosnya di luar Negri,5,2016-08-03 07:53:19
Pengguna Google,Sangat membantu dalam mencari kos,5,2023-06-11 10:14:20
Pengguna Google,bagus,5,2019-07-08 09:42:11
Pengguna Google,"Overall bagus, mungkin ditambah lagi agen lapangannya, agar lebih banyak 
lagi kos yang diiklankan. Dan titik lokasinya lebih akurat lagi, supaya 
tidak bingung saat survey. Thx mamikos.",5,2018-05-02 14:24:44
Pengguna Google,bagus,5,2019-05-07 11:38:21
Pengguna Google,"Saya pikir cuma sy saja yg merasa di rugikan , ternyata bnyk teman nya antar sesama pemilik kost, 1. Sy perhatikan 1 Mgg ini kost saya slow respon dr pencari kost, biasanya sehari bs 5-10 chat msk, pdhl saya rajin membyr biaya langganan premium, akhirnya sy coba byr yg saldo tambahan, ada respon cm 2-3 hr saja ramainya 2. Kesulitan utk menghub penghuni kost, jl sy baru bs balas 3-4 jam kmdn hanya check list 1 saja, trs ga terespon kembali SM org yg pencari kost, sy hub CS jg TDK di respon cpt",1,2019-10-04 06:31:21
Pengguna Google,Cukup berguna untuk cari kos..,4,2019-03-25 04:47:28
Pengguna Google,Udah login pake fb tetep suruh login pake gmail. login pake gmail loadingnya lama banget minta ampu ga pernah kelar gaisa isa. Ga bisa dilanjutin.,1,2019-05-25 03:50:04
Pengguna Google,sip,5,2019-02-09 10:42:35
Pengguna Google,sangat baik,5,2019-07-30 04:26:28
Pengguna Google,Baru download dicoba dulu.,3,2018-06-26 06:39:02
Pengguna Google,Aplikasi yang rekomended banget sih bagi mahasiswa baru yang mager cari langsung di lapangan. The best lah pokoknya,5,2022-06-05 04:32:23
Pengguna Google,"Tolong dong customer service atau pemilik kost memberikan info yg sejelas mungkin. Jgn berbeda. Tar customer service blg masih ada kamar, tapi pas survey kamar penuh",2,2017-10-19 05:25:08
Pengguna Google,"Peletakan tempat kost di map via aplikasi mamikos tiba tiba jadi kurang presisi atau tepat peletakannya. Alamat dideskripsi tidak sama posisinya di map, yang akan menyebabkan calon pelanggan kesulitan dalam mencari tempat kost yang diinginkan, mohon segera diperbaiki. Terimakasih",5,2021-03-30 13:12:31
Pengguna Google,sangat membantu,5,2019-09-02 16:09:43
Pengguna Google,1.Terlalu sering ganti fitur jd malah membingungkan. 2. nomor jumlah notifikasi tidak bisa dihilangkan wl sudah di update.,1,2019-11-12 13:32:16
Pengguna Google,Baik,5,2017-01-11 17:41:40
Pengguna Google,bagus...,2,2019-07-26 22:52:02
Pengguna Google,Keren,5,2020-02-15 09:24:11
Pengguna Google,"Aplikasi yg sangat membantu sekali lho.. Didalamnya juga terdapat fitur lengkap seperti untuk pencarian apartemen,kos, bahkan juga bisa cari kerja lhoo.... Kapan lagi bisa cari kos sekalian cari kerja pokoknya aplikasi ini recommended banget kamu juga bisa filter harga²,kualitas, dan lokasi loh dan juga aplikasi ini sudah tersedia di kota-kota besar seperti Yogyakarta, Jakarta, Bandung, Medan, Makassar, Surabaya, Denpasar, Malang, dan Juga Semarang wah luas kan Ayo buruan Download sekarang Juga",5,2019-04-11 11:04:00
Pengguna Google,Good,5,2019-10-03 03:12:17
Pengguna Google,sip,5,2019-08-08 02:32:17
Pengguna Google,"Makasii mamikos atas respon nya, setiap minta kontak nya penuh mulu 😭😭",5,2016-08-30 05:56:29
Pengguna Google,Masukkkkk pak eko,5,2018-06-10 20:53:30
Pengguna Google,"Saya mau tanya knp aplikasi mamikos kurang bisa dipercaya? Saya 2x booking kos & sudah dibayarkan, tapi dibatalkan secara sepihak oleh pemilik kos. Apa gunanya sy booking via mamikos?",1,2023-07-23 13:26:06
Pengguna Google,Sangat membantu,4,2019-10-12 02:31:12
Pengguna Google,"Saya sangat benci pemilik kost selalu ada deposit & kalau berdua tambah 200-300 rb,bagi saya tidak masuk akal!!!!!!!!!di aplikasi tertulis maksimal 2 org,tapi kenapa berdua nambah 200-300 RB!!!!pake deposit segala!!!! Tolong kebijaksanaan aplikasi ini untuk tidak ada LG deposit & berdua nambah 200-300 ribu!!!!",2,2020-08-02 15:02:15
Pengguna Google,"Good,fast respon..",5,2017-04-19 04:15:19
Pengguna Google,sangat membantu..mksh,5,2019-01-10 12:25:27
Pengguna Google,Terima kasih untuk aplikasi ini. Saya jadi bisa menaruh listing untuk usaha kos saya. Semoga aplikasinya selalu berkembang dan semakin banyak peminatnya.,5,2016-09-13 12:09:36
Pengguna Google,Aplikasi babi. Ak d tipu. Sdh tf eh trnyta no org ny dk aktf lg. Babi anjing setan,1,2020-03-05 01:57:39
Pengguna Google,"Untuk Owner kost sebelum memutuskan menjadi member mohon dibaca peraturannya, terutama untuk pencairan dananya. Karena jika customer membayar melalui aplikasi dan kebetulan di Hari Jumat, Sabtu, Minggu dan Hari Libur, maka pencairan dana Akan dilakukan di Hari Kerja. Kasihan jika Owner pas lagi butuh dananya. Jika terpaksa arahkan customer untuk membayar ke rekening pribadi saja.",3,2023-07-15 01:01:39
Pengguna Google,ok,5,2019-06-16 20:55:46
Pengguna Google,"Udh gak kyk dlu aplikasinya gak bisa langsung menghubungi pemilik kost harus lewat csnya mending ada wanya csnya si gpp nomernya gak ada wanya smua ccd, perlu ngisi pulsa trus informasinya juga gak diupdate giliran dateng tau taunya kosannya penuh ccd",1,2020-02-19 10:53:24
Pengguna Google,Filter searchnya error min cek deh,3,2020-11-08 14:21:23
Pengguna Google,Bagusss,4,2018-08-24 14:48:28
Pengguna Google,Satkita carikos aplikasi ini sangat membantu menemukan kos yang dekat disekitar kita mebuka aplikasi ini Lang sung ne mukosa terdekat sekitar kita apli kasi ini sangat membantu sekali,5,2022-06-12 06:34:48
Pengguna Google,Bagus banget buat yg sedang cari kios.. bisa dibuka kapan saja dan sangat membantu sekali..,5,2022-06-16 15:15:44
Pengguna Google,Kurang memuasakan karena tidak tercantum no tlpn dan alamat yg jelas. Tolong di perbaiki!,1,2017-07-10 23:23:38
Pengguna Google,😘,5,2020-06-14 16:14:33
Pengguna Google,top,3,2019-04-07 05:05:56
Pengguna Google,"kurang update aja infonya diketerangan masih ada yg kosong dihubungin sudah penuh ,tingkatkan lagi ya",5,2019-03-31 13:20:41
Pengguna Google,"chat nya gapernah dibalas, respon sangat kurang.",3,2017-08-02 13:14:23
Pengguna Google,Mudah,5,2019-09-07 14:53:48
Pengguna Google,mantap,5,2019-07-30 05:53:21
Pengguna Google,TTttttTtttttttttt.oooooOooO.pppppPppPpp.gan,5,2021-02-04 13:45:10
Pengguna Google,bagus,5,2019-03-14 19:41:17
Pengguna Google,"fitur bagus, tapi kenapa ya akhir2 ini maintenance terus",4,2019-01-28 11:49:03
Pengguna Google,Bagus,5,2018-05-29 13:06:51
Pengguna Google,Keren,5,2018-07-25 11:21:53
Pengguna Google,Mau daftarin ke go plus alhamdullillah ada 1 penyewa kos tempat saya,5,2024-02-22 13:35:21
Pengguna Google,Mempersulit pemilik kos,1,2023-09-03 11:38:35
Pengguna Google,Sangat membantu dalam mencari penghuni kos,4,2020-12-09 12:06:00
Pengguna Google,bagus,5,2019-07-26 16:26:05
Pengguna Google,"Customer Servicenya ga sabaran, baru mau tanya tanya ditinggal 5 menit mikir pertanyaan langsung mengakhiri sesi Sombong banget",1,2022-08-05 09:33:38
Pengguna Google,KECEWA,1,2021-08-11 16:28:09
Pengguna Google,Bagus,5,2018-05-06 15:29:22
Pengguna Google,cara cepat dpt kost,5,2018-03-12 21:01:07
Pengguna Google,Sangat memuaskan,5,2018-02-02 08:13:10
Pengguna Google,nyoba dulu tar kalo bagus jadi bintang 5,4,2018-11-29 08:41:40
Pengguna Google,"Mau komunikasi dengan pemilik, no tlp tak bisa dihubungi",4,2022-08-12 09:36:26
Pengguna Google,Utk area semarang list nya msh sdkit..  Dan harga kos rata2 tinggi,3,2017-10-16 18:16:39
Pengguna Google,"Sbg pengelola kost, tarif mamigold semakin dinaikkan, jadi interaksi pemilik dan pencari kost semakin dibatasi. Tarif semakin dimonopoli developer mamikost. Kalau ada app kompetitor, mungkin sdh pindah app sebelah ni para pemilik kost.",1,2023-09-11 00:24:09
